sale_id,title,genre,city,price,quantity,rating,payment_type,sale_date
56793,Book 842,History,Bengaluru,116.13,3,2.9,COD,2025-06-07
56794,Book 1640,Self-Help,Delhi,535.75,4,1.4,UPI,2025-02-14
56795,Book 2118,Children,Chennai,488.07,3,1.0,UPI,2025-03-31
56796,Book 3958,Romance,Mumbai,483.71,4,1.4,UPI,2025-12-04
56797,Book 176,Mystery,Hyderabad,214.56,4,1.1,UPI,2025-03-03
56798,Book 861,Children,Pune,895.31,4,3.1,NetBanking,2025-08-29
56799,Book 2569,History,Hyderabad,219.68,4,2.1,UPI,2025-08-31
56800,Book 1338,Self-Help,Bengaluru,446.48,3,2.3,Card,2025-06-22
56801,Book 2828,Self-Help,Bengaluru,482.26,5,1.8,UPI,2025-12-30
56802,Book 1732,Mystery,Chennai,773.53,1,4.6,NetBanking,2025-09-04
56803,Book 555,Biography,Delhi,430.61,1,1.7,COD,2025-12-19
56804,Book 2188,Children,Mumbai,730.12,3,4.3,NetBanking,2025-04-06
56805,Book 3981,Romance,Delhi,726.21,1,1.6,Card,2025-09-28
56806,Book 1434,Fiction,Hyderabad,421.74,3,2.6,UPI,2025-10-08
56807,Book 1957,Self-Help,Hyderabad,997.4,2,1.5,NetBanking,2025-12-02
56808,Book 3678,Children,Pune,1285.89,1,1.8,COD,2025-05-31
56809,Book 2579,Fiction,Chennai,588.13,2,4.2,NetBanking,2025-05-02
56810,Book 3186,Mystery,Hyderabad,227.07,1,3.1,Card,2025-10-21
56811,Book 2826,Sci-Fi,Chennai,410.67,3,1.7,COD,2025-09-20
56812,Book 811,Romance,Hyderabad,884.14,2,4.7,COD,2025-04-11
56813,Book 2872,Mystery,Delhi,1053.01,2,3.3,UPI,2025-04-22
56814,Book 2964,Children,Delhi,935.33,5,4.2,NetBanking,2025-10-16
56815,Book 409,Sci-Fi,Mumbai,234.28,5,2.4,Card,2025-07-27
56816,Book 1561,History,Pune,1352.39,2,4.9,NetBanking,2025-11-27
56817,Book 369,Self-Help,Pune,614.73,1,4.1,NetBanking,2025-08-19
56818,Book 1899,Children,Chennai,934.19,3,1.3,COD,2025-12-24
56819,Book 2603,Fiction,Pune,1446.17,1,2.2,COD,2025-04-30
56820,Book 134,Romance,Bengaluru,1401.74,4,2.6,COD,2025-10-11
56821,Book 1020,Children,Delhi,834.68,4,3.0,COD,2025-03-11
56822,Book 216,Mystery,Chennai,194.95,2,3.1,Card,2025-09-14
56823,Book 1898,Children,Mumbai,729.89,3,1.5,Card,2025-06-02
56824,Book 127,Children,Chennai,1494.15,2,2.7,Card,2025-07-09
56825,Book 3182,Biography,Bengaluru,1377.07,2,1.4,COD,2025-10-22
56826,Book 2518,Self-Help,Mumbai,1362.91,2,1.2,NetBanking,2025-02-08
56827,Book 2486,Children,Pune,498.67,3,3.8,Card,2025-03-23
56828,Book 3672,Biography,Chennai,507.65,1,4.7,NetBanking,2025-07-24
56829,Book 301,Self-Help,Mumbai,106.55,1,4.9,COD,2025-06-01
56830,Book 2824,Fiction,Hyderabad,276.83,2,4.4,UPI,2025-07-25
56831,Book 1794,Biography,Mumbai,585.99,3,1.6,COD,2025-06-07
56832,Book 1407,Romance,Delhi,564.03,5,1.5,UPI,2025-01-24
56833,Book 3609,Children,Chennai,591.37,1,1.4,NetBanking,2025-12-08
56834,Book 580,History,Delhi,584.56,2,4.1,UPI,2025-09-10
56835,Book 829,Romance,Mumbai,1262.66,2,2.8,UPI,2025-08-11
56836,Book 2831,Biography,Delhi,597.43,1,4.3,Card,2025-02-24
56837,Book 3193,Fiction,Hyderabad,1175.01,3,4.2,COD,2025-03-14
56838,Book 506,Self-Help,Pune,1078.12,4,2.8,Card,2025-08-06
56839,Book 1564,Mystery,Pune,1273.73,2,1.8,NetBanking,2025-01-20
56840,Book 3406,History,Hyderabad,984.27,1,1.4,Card,2025-06-22
56841,Book 3077,Sci-Fi,Chennai,811.98,3,1.2,NetBanking,2025-11-21
56842,Book 1336,History,Bengaluru,1370.34,3,2.3,NetBanking,2025-11-16
56843,Book 1400,Biography,Mumbai,1197.76,5,1.1,UPI,2025-07-07
56844,Book 585,Biography,Mumbai,1007.2,4,2.2,COD,2025-03-26
56845,Book 2695,Biography,Pune,553.87,1,2.6,COD,2025-01-28
56846,Book 1565,History,Hyderabad,1180.81,5,3.9,Card,2025-03-04
56847,Book 488,Children,Mumbai,1097.97,4,1.4,UPI,2025-04-13
56848,Book 2561,Children,Hyderabad,1061.72,2,4.7,Card,2025-07-21
56849,Book 2395,Sci-Fi,Hyderabad,1377.96,1,3.5,NetBanking,2025-09-22
56850,Book 3754,Mystery,Delhi,535.97,5,2.6,COD,2025-06-17
56851,Book 1814,Self-Help,Pune,910.77,1,4.9,Card,2025-10-29
56852,Book 1030,Sci-Fi,Mumbai,154.76,1,1.4,COD,2025-02-28
56853,Book 3210,Sci-Fi,Mumbai,627.24,1,1.4,Card,2025-06-04
56854,Book 2150,Mystery,Mumbai,161.37,2,1.6,NetBanking,2025-08-13
56855,Book 3487,Romance,Mumbai,707.57,1,4.5,Card,2025-01-20
56856,Book 1483,Biography,Hyderabad,1334.38,5,1.9,Card,2025-11-27
56857,Book 2060,Romance,Bengaluru,958.71,5,3.9,NetBanking,2025-12-30
56858,Book 3113,Fiction,Delhi,131.61,3,2.0,UPI,2025-09-28
56859,Book 174,Mystery,Delhi,504.8,1,4.4,NetBanking,2025-09-14
56860,Book 3030,Children,Hyderabad,211.02,1,1.7,UPI,2025-03-18
56861,Book 3699,Romance,Mumbai,148.9,3,3.0,UPI,2025-03-08
56862,Book 849,History,Hyderabad,119.4,1,2.2,NetBanking,2025-03-29
56863,Book 1952,Self-Help,Bengaluru,589.61,2,3.2,UPI,2025-02-19
56864,Book 925,Biography,Bengaluru,1198.21,3,5.0,UPI,2025-07-23
56865,Book 1438,Self-Help,Delhi,934.9,5,2.9,UPI,2025-12-16
56866,Book 1327,History,Hyderabad,1474.06,3,4.5,COD,2025-09-05
56867,Book 430,Sci-Fi,Pune,856.03,5,3.7,Card,2025-11-18
56868,Book 2123,Mystery,Bengaluru,301.99,3,2.0,NetBanking,2025-12-24
56869,Book 953,Mystery,Delhi,463.99,4,3.0,UPI,2025-08-30
56870,Book 1220,Sci-Fi,Delhi,356.37,2,1.6,NetBanking,2025-02-08
56871,Book 837,Romance,Mumbai,275.22,3,3.9,Card,2025-12-06
56872,Book 167,Sci-Fi,Chennai,712.77,2,1.1,UPI,2025-07-19
56873,Book 583,Romance,Delhi,840.22,2,4.9,NetBanking,2025-07-19
56874,Book 3069,History,Hyderabad,971.1,1,3.9,Card,2025-12-27
56875,Book 2101,History,Delhi,334.13,1,1.0,Card,2025-09-07
56876,Book 658,History,Hyderabad,641.31,2,3.5,NetBanking,2025-02-10
56877,Book 3556,Self-Help,Mumbai,470.93,5,4.5,UPI,2025-10-07
56878,Book 3754,History,Hyderabad,445.72,5,4.0,Card,2025-12-21
56879,Book 261,Romance,Hyderabad,267.6,4,4.2,COD,2025-03-28
56880,Book 3623,Mystery,Delhi,1324.92,4,2.4,Card,2025-06-18
56881,Book 54,Children,Mumbai,1458.89,3,1.6,UPI,2025-02-07
56882,Book 3416,Mystery,Bengaluru,475.97,5,3.6,COD,2025-09-19
56883,Book 2248,Fiction,Chennai,822.66,5,2.1,COD,2025-02-22
56884,Book 2344,Romance,Pune,974.12,1,4.9,UPI,2025-06-05
56885,Book 3139,Self-Help,Mumbai,1184.46,5,1.4,Card,2025-08-26
56886,Book 3753,Biography,Delhi,1133.82,4,2.6,UPI,2025-11-03
56887,Book 334,Fiction,Pune,1435.28,5,4.9,NetBanking,2025-04-27
56888,Book 3317,Children,Pune,1107.81,2,2.7,UPI,2025-11-28
56889,Book 2670,Fiction,Delhi,914.55,1,4.6,Card,2025-01-09
56890,Book 131,Romance,Hyderabad,487.24,5,1.9,COD,2025-03-02
56891,Book 3432,Romance,Mumbai,628.47,4,3.1,NetBanking,2025-02-13
56892,Book 2173,Fiction,Delhi,209.65,2,3.7,COD,2025-09-30
56893,Book 135,Fiction,Delhi,942.78,1,4.7,Card,2025-05-13
56894,Book 1681,Children,Delhi,300.24,2,1.6,COD,2025-01-08
56895,Book 2227,Mystery,Delhi,360.01,2,3.5,COD,2025-10-15
56896,Book 924,Mystery,Pune,565.6,3,3.2,UPI,2025-04-12
56897,Book 1820,Self-Help,Bengaluru,860.3,5,4.2,UPI,2025-09-07
56898,Book 2842,Children,Mumbai,386.62,4,2.1,UPI,2025-07-21
56899,Book 385,Mystery,Bengaluru,649.74,3,4.6,Card,2025-02-10
56900,Book 814,Self-Help,Bengaluru,138.99,2,2.4,UPI,2025-08-09
56901,Book 3101,History,Mumbai,493.55,3,2.3,COD,2025-11-11
56902,Book 2300,Children,Hyderabad,758.67,5,3.8,Card,2025-05-14
56903,Book 2115,Sci-Fi,Pune,965.06,1,3.6,UPI,2025-11-01
56904,Book 2123,History,Chennai,1214.64,2,4.3,UPI,2025-04-09
56905,Book 498,Mystery,Bengaluru,491.84,2,4.0,NetBanking,2025-04-14
56906,Book 3710,Self-Help,Mumbai,414.48,2,1.9,NetBanking,2025-03-04
56907,Book 716,Sci-Fi,Pune,1497.12,3,2.7,COD,2025-03-19
56908,Book 904,Children,Hyderabad,1186.18,1,3.7,Card,2025-03-29
56909,Book 1078,Self-Help,Mumbai,1255.39,4,1.3,COD,2025-08-26
56910,Book 3212,Biography,Delhi,1151.39,5,2.2,Card,2025-02-17
56911,Book 3907,Sci-Fi,Delhi,513.6,5,3.2,Card,2025-07-18
56912,Book 1586,Self-Help,Hyderabad,1192.31,2,3.9,NetBanking,2025-04-06
56913,Book 2702,Sci-Fi,Pune,1059.74,2,1.4,UPI,2025-02-23
56914,Book 1751,Biography,Pune,587.22,2,4.9,UPI,2025-10-27
56915,Book 3830,Sci-Fi,Bengaluru,245.41,3,4.5,UPI,2025-07-17
56916,Book 2241,Children,Delhi,749.58,1,4.9,NetBanking,2025-04-15
56917,Book 1086,Romance,Delhi,699.51,4,2.9,COD,2025-08-22
56918,Book 1537,Self-Help,Delhi,996.72,2,3.6,Card,2025-11-28
56919,Book 2987,Children,Hyderabad,633.19,1,4.5,COD,2025-04-14
56920,Book 1240,Biography,Delhi,877.92,1,1.2,COD,2025-03-31
56921,Book 2095,Biography,Delhi,749.67,2,3.2,UPI,2025-09-07
56922,Book 200,Children,Mumbai,346.85,5,2.2,Card,2025-06-29
56923,Book 2721,Self-Help,Bengaluru,475.94,5,3.6,COD,2025-09-03
56924,Book 2963,Children,Bengaluru,930.12,4,3.8,COD,2025-03-03
56925,Book 1395,Sci-Fi,Delhi,662.31,4,4.3,COD,2025-12-07
56926,Book 3002,Mystery,Pune,1166.97,2,4.4,COD,2025-01-07
56927,Book 994,Biography,Bengaluru,196.03,5,3.3,NetBanking,2025-04-10
56928,Book 374,Mystery,Mumbai,377.04,1,1.1,UPI,2025-08-17
56929,Book 1559,Fiction,Chennai,1322.08,1,2.6,COD,2025-07-09
56930,Book 3141,History,Mumbai,401.48,5,2.0,Card,2025-05-04
56931,Book 3562,Sci-Fi,Mumbai,827.7,4,3.5,Card,2025-12-23
56932,Book 1580,Fiction,Chennai,1407.94,5,2.1,NetBanking,2025-05-06
56933,Book 2029,Biography,Bengaluru,1393.55,3,4.5,Card,2025-09-05
56934,Book 1732,Children,Bengaluru,542.37,2,3.3,Card,2025-05-29
56935,Book 1496,Sci-Fi,Pune,520.08,2,3.6,NetBanking,2025-06-10
56936,Book 3261,Children,Chennai,268.14,4,2.8,COD,2025-10-11
56937,Book 2476,Self-Help,Delhi,524.69,1,4.6,COD,2025-05-10
56938,Book 3475,Romance,Mumbai,767.94,2,3.8,COD,2025-05-26
56939,Book 1892,Biography,Bengaluru,1122.94,1,4.4,COD,2025-10-13
56940,Book 2841,History,Hyderabad,631.75,3,4.8,Card,2025-02-01
56941,Book 2467,Fiction,Pune,277.72,1,2.8,COD,2025-06-07
56942,Book 3685,Self-Help,Chennai,538.41,1,3.6,COD,2025-04-12
56943,Book 2335,Fiction,Delhi,422.93,4,4.3,UPI,2025-06-26
56944,Book 192,Self-Help,Delhi,519.68,4,2.3,NetBanking,2025-07-30
56945,Book 2315,Romance,Delhi,763.22,4,2.8,Card,2025-06-06
56946,Book 123,Romance,Pune,866.7,2,3.9,UPI,2025-12-29
56947,Book 1849,Self-Help,Hyderabad,1125.51,1,3.4,UPI,2025-11-30
56948,Book 2201,Self-Help,Mumbai,107.8,1,3.3,NetBanking,2025-02-22
56949,Book 3742,Self-Help,Hyderabad,753.0,2,3.8,NetBanking,2025-08-23
56950,Book 2170,Self-Help,Delhi,480.49,3,4.7,NetBanking,2025-04-29
56951,Book 1224,Fiction,Pune,1124.22,1,4.6,UPI,2025-09-18
56952,Book 2112,Fiction,Hyderabad,648.51,1,1.2,COD,2025-06-27
56953,Book 622,Sci-Fi,Delhi,1377.36,3,4.2,COD,2025-12-15
56954,Book 432,Self-Help,Chennai,926.88,4,2.1,NetBanking,2025-12-11
56955,Book 806,Mystery,Chennai,267.46,5,2.5,COD,2025-01-21
56956,Book 196,Biography,Hyderabad,1414.7,4,3.1,COD,2025-02-09
56957,Book 2318,Fiction,Delhi,1230.94,2,1.9,UPI,2025-01-09
56958,Book 2097,Biography,Mumbai,169.73,1,1.4,COD,2025-10-17
56959,Book 145,Mystery,Mumbai,613.42,2,2.1,COD,2025-03-25
56960,Book 1347,Mystery,Chennai,797.01,3,4.1,Card,2025-09-21
56961,Book 1102,Sci-Fi,Hyderabad,1475.63,3,2.1,Card,2025-05-02
56962,Book 323,Self-Help,Chennai,830.8,1,2.7,UPI,2025-04-22
56963,Book 3481,Children,Pune,1115.48,3,4.1,Card,2025-08-09
56964,Book 529,Sci-Fi,Chennai,1343.52,4,3.9,UPI,2025-10-10
56965,Book 434,Self-Help,Chennai,1226.87,4,3.2,UPI,2025-07-26
56966,Book 1829,Self-Help,Mumbai,1308.69,3,4.3,UPI,2025-07-29
56967,Book 1356,Fiction,Delhi,938.18,1,4.3,NetBanking,2025-09-26
56968,Book 3494,Biography,Pune,1368.71,3,2.6,UPI,2025-03-04
56969,Book 1893,Children,Mumbai,1343.35,4,3.7,Card,2025-08-05
56970,Book 741,Fiction,Mumbai,282.87,1,2.9,NetBanking,2025-04-15
56971,Book 591,History,Delhi,1427.24,1,4.3,NetBanking,2025-02-26
56972,Book 236,Self-Help,Pune,655.83,5,4.8,COD,2025-04-30
56973,Book 414,Fiction,Pune,199.61,5,2.2,UPI,2025-03-12
56974,Book 3568,Biography,Mumbai,1183.59,1,3.8,NetBanking,2025-04-28
56975,Book 2505,Romance,Chennai,1008.99,4,1.2,UPI,2025-01-09
56976,Book 1796,Children,Hyderabad,1392.12,2,1.8,UPI,2025-09-30
56977,Book 2693,Mystery,Chennai,1366.51,5,4.2,COD,2025-05-08
56978,Book 616,Mystery,Hyderabad,631.3,3,1.9,Card,2025-08-30
56979,Book 3470,Biography,Pune,1401.41,2,1.1,Card,2025-10-01
56980,Book 1990,Children,Mumbai,928.73,5,4.9,NetBanking,2025-10-27
56981,Book 242,Fiction,Pune,691.64,5,4.9,NetBanking,2025-01-29
56982,Book 2059,Fiction,Hyderabad,560.35,5,3.0,NetBanking,2025-07-06
56983,Book 274,Fiction,Mumbai,707.18,2,4.8,Card,2025-06-02
56984,Book 3665,Sci-Fi,Hyderabad,420.2,1,4.9,NetBanking,2025-05-08
56985,Book 3708,Fiction,Bengaluru,251.49,1,1.8,Card,2025-10-22
56986,Book 2664,Romance,Pune,225.58,3,1.6,UPI,2025-01-25
56987,Book 2437,Fiction,Hyderabad,132.72,2,2.5,UPI,2025-04-24
56988,Book 2243,History,Bengaluru,370.27,4,3.0,COD,2025-10-17
56989,Book 3422,Self-Help,Delhi,1253.52,2,1.2,Card,2025-05-25
56990,Book 2958,Biography,Chennai,1127.09,3,1.5,UPI,2025-01-28
56991,Book 2595,Sci-Fi,Chennai,769.73,2,4.2,COD,2025-03-05
56992,Book 1997,Sci-Fi,Delhi,132.14,4,2.1,COD,2025-04-21
56993,Book 792,Fiction,Bengaluru,1351.17,3,4.6,COD,2025-04-01
56994,Book 239,History,Hyderabad,821.72,3,4.5,COD,2025-09-02
56995,Book 597,History,Chennai,606.84,3,4.5,UPI,2025-03-04
56996,Book 1011,History,Bengaluru,400.28,3,4.5,NetBanking,2025-10-06
56997,Book 1178,Self-Help,Pune,128.55,1,3.6,Card,2025-04-24
56998,Book 1909,History,Chennai,902.3,5,1.8,COD,2025-01-26
56999,Book 201,Biography,Chennai,178.33,4,3.7,NetBanking,2025-01-05
57000,Book 1796,Sci-Fi,Mumbai,1385.35,2,4.9,COD,2025-08-10
57001,Book 3094,Mystery,Pune,1190.63,3,5.0,NetBanking,2025-09-26
57002,Book 2094,Children,Chennai,968.69,1,2.7,COD,2025-02-20
57003,Book 3839,History,Delhi,888.65,1,2.2,COD,2025-04-23
57004,Book 528,Fiction,Chennai,184.77,1,3.6,NetBanking,2025-10-04
57005,Book 210,Biography,Pune,1302.58,4,2.8,NetBanking,2025-11-13
57006,Book 894,History,Chennai,992.02,5,2.3,COD,2025-09-24
57007,Book 3802,Romance,Pune,500.07,4,1.6,NetBanking,2025-08-14
57008,Book 2901,Fiction,Hyderabad,856.92,3,1.3,NetBanking,2025-10-01
57009,Book 2568,Self-Help,Delhi,336.98,2,2.5,UPI,2025-04-19
57010,Book 1145,Self-Help,Bengaluru,689.29,1,4.5,UPI,2025-01-24
57011,Book 872,Children,Delhi,1476.74,3,3.5,UPI,2025-07-25
57012,Book 1193,Sci-Fi,Hyderabad,772.04,3,1.8,COD,2025-07-24
57013,Book 793,Mystery,Pune,207.43,5,3.3,UPI,2025-10-21
57014,Book 1839,Romance,Hyderabad,151.12,5,3.7,Card,2025-03-29
57015,Book 3971,Fiction,Delhi,113.5,1,1.2,UPI,2025-11-21
57016,Book 3858,Biography,Chennai,1243.73,3,3.6,NetBanking,2025-06-30
57017,Book 6,Romance,Hyderabad,593.66,1,2.0,COD,2025-06-11
57018,Book 3819,Romance,Bengaluru,157.84,5,2.4,Card,2025-12-28
57019,Book 53,Fiction,Delhi,148.87,1,1.6,Card,2025-07-18
57020,Book 3188,Mystery,Chennai,1062.85,5,2.9,UPI,2025-02-03
57021,Book 479,Children,Bengaluru,569.48,3,2.9,UPI,2025-04-03
57022,Book 2568,Children,Pune,360.9,3,1.3,NetBanking,2025-08-05
57023,Book 81,Romance,Chennai,936.91,3,3.2,UPI,2025-03-26
57024,Book 2308,Biography,Hyderabad,735.85,5,1.5,Card,2025-03-02
57025,Book 2133,History,Chennai,244.65,2,4.3,NetBanking,2025-04-19
57026,Book 791,History,Delhi,926.43,2,1.2,UPI,2025-07-06
57027,Book 1255,Self-Help,Delhi,1241.53,3,2.3,COD,2025-02-03
57028,Book 1908,Mystery,Chennai,305.71,2,4.2,Card,2025-07-10
57029,Book 511,History,Bengaluru,1214.62,5,3.2,COD,2025-09-23
57030,Book 1840,Mystery,Pune,1187.45,3,2.4,NetBanking,2025-06-16
57031,Book 3153,History,Chennai,329.22,3,2.3,COD,2025-09-11
57032,Book 2406,Romance,Pune,1460.47,1,2.2,NetBanking,2025-08-22
57033,Book 352,Romance,Delhi,221.72,1,3.5,COD,2025-07-01
57034,Book 2625,Children,Mumbai,146.58,3,2.4,NetBanking,2025-12-22
57035,Book 3153,Children,Delhi,315.54,1,1.2,Card,2025-08-12
57036,Book 1858,Sci-Fi,Hyderabad,148.18,4,1.1,NetBanking,2025-10-21
57037,Book 772,Biography,Hyderabad,1261.88,1,3.2,COD,2025-08-22
57038,Book 662,Sci-Fi,Hyderabad,707.8,4,3.4,COD,2025-12-16
57039,Book 2002,Self-Help,Delhi,445.48,1,2.0,NetBanking,2025-06-07
57040,Book 2682,History,Pune,1156.27,1,2.1,COD,2025-03-11
57041,Book 3875,Children,Mumbai,1061.44,3,4.9,NetBanking,2025-03-08
57042,Book 1780,Self-Help,Chennai,1013.28,2,4.9,Card,2025-12-29
57043,Book 2528,Children,Pune,1386.48,4,2.7,UPI,2025-10-19
57044,Book 3459,Self-Help,Chennai,1498.16,3,3.5,Card,2025-04-22
57045,Book 2301,History,Bengaluru,659.72,3,2.8,COD,2025-06-13
57046,Book 1382,Fiction,Delhi,1315.05,3,3.9,COD,2025-01-13
57047,Book 1087,Fiction,Chennai,887.73,1,3.6,UPI,2025-12-14
57048,Book 3529,Self-Help,Pune,1279.13,1,2.7,Card,2025-06-09
57049,Book 2962,Children,Chennai,989.94,4,4.4,NetBanking,2025-05-21
57050,Book 1970,Self-Help,Hyderabad,939.24,3,2.1,Card,2025-03-31
57051,Book 3308,Children,Pune,1233.76,1,3.2,UPI,2025-01-31
57052,Book 2280,Sci-Fi,Chennai,278.54,1,3.8,Card,2025-10-06
57053,Book 56,Biography,Pune,1152.71,5,4.0,UPI,2025-03-23
57054,Book 1850,Fiction,Chennai,1056.59,2,4.4,UPI,2025-02-01
57055,Book 2377,Sci-Fi,Chennai,1397.59,5,3.1,NetBanking,2025-12-24
57056,Book 1423,Fiction,Chennai,410.03,2,2.8,Card,2025-07-20
57057,Book 2089,Mystery,Hyderabad,634.8,4,1.0,NetBanking,2025-01-29
57058,Book 699,Self-Help,Mumbai,1280.24,1,1.8,Card,2025-04-16
57059,Book 1563,Self-Help,Chennai,562.66,3,2.6,NetBanking,2025-07-22
57060,Book 974,History,Chennai,726.09,5,1.5,COD,2025-03-17
57061,Book 833,Fiction,Mumbai,862.79,3,3.1,Card,2025-12-28
57062,Book 2563,Biography,Delhi,626.7,1,2.3,COD,2025-11-16
57063,Book 2264,Romance,Chennai,1427.91,1,3.8,Card,2025-11-20
57064,Book 690,Romance,Bengaluru,483.67,2,4.8,Card,2025-07-08
57065,Book 499,Self-Help,Mumbai,339.02,2,2.9,Card,2025-12-27
57066,Book 1469,Mystery,Hyderabad,1495.23,3,4.4,COD,2025-04-29
57067,Book 579,Sci-Fi,Bengaluru,1492.94,4,1.8,UPI,2025-07-22
57068,Book 1763,History,Delhi,266.7,1,4.4,NetBanking,2025-09-30
57069,Book 450,Children,Bengaluru,439.27,3,4.0,COD,2025-07-04
57070,Book 1758,Self-Help,Bengaluru,1232.12,5,1.8,UPI,2025-11-08
57071,Book 3055,Biography,Hyderabad,1277.61,5,4.5,COD,2025-02-07
57072,Book 891,Romance,Pune,910.51,5,1.6,COD,2025-06-11
57073,Book 3244,Sci-Fi,Mumbai,464.81,5,3.5,Card,2025-10-30
57074,Book 3537,Biography,Delhi,1379.87,3,4.0,COD,2025-03-08
57075,Book 639,Sci-Fi,Pune,764.75,1,1.8,NetBanking,2025-05-21
57076,Book 2030,Children,Mumbai,1472.98,3,3.4,NetBanking,2025-12-29
57077,Book 2677,Biography,Bengaluru,748.0,4,3.4,NetBanking,2025-08-12
57078,Book 3573,Biography,Pune,592.36,3,1.9,NetBanking,2025-05-12
57079,Book 3155,Children,Pune,1401.21,1,4.2,NetBanking,2025-05-13
57080,Book 433,Sci-Fi,Mumbai,894.92,1,4.7,UPI,2025-03-17
57081,Book 2152,Romance,Delhi,206.8,4,2.5,UPI,2025-09-26
57082,Book 3979,Children,Mumbai,435.81,1,3.7,NetBanking,2025-02-07
57083,Book 3000,Self-Help,Chennai,698.69,1,3.4,UPI,2025-03-17
57084,Book 3397,Romance,Delhi,849.48,3,3.1,UPI,2025-02-15
57085,Book 3158,Mystery,Pune,1333.31,4,2.3,Card,2025-10-03
57086,Book 3615,Romance,Bengaluru,1183.31,4,4.4,Card,2025-12-11
57087,Book 2624,History,Chennai,444.33,4,4.6,UPI,2025-02-01
57088,Book 1573,Romance,Delhi,1404.19,2,1.9,COD,2025-12-12
57089,Book 1022,Mystery,Chennai,1189.82,2,4.9,NetBanking,2025-12-01
57090,Book 3315,Sci-Fi,Hyderabad,102.42,5,3.9,COD,2025-07-05
57091,Book 1565,Self-Help,Pune,356.11,3,2.3,NetBanking,2025-01-14
57092,Book 1125,Self-Help,Delhi,396.88,5,3.7,NetBanking,2025-09-10
57093,Book 627,Mystery,Chennai,884.18,4,4.3,COD,2025-07-11
57094,Book 984,Self-Help,Mumbai,479.14,3,2.3,NetBanking,2025-10-31
57095,Book 457,Sci-Fi,Mumbai,949.39,2,3.1,COD,2025-04-18
57096,Book 1445,Mystery,Hyderabad,555.12,1,1.8,Card,2025-07-23
57097,Book 2737,Mystery,Delhi,414.56,5,4.2,Card,2025-11-22
57098,Book 443,Romance,Chennai,1315.5,4,1.6,NetBanking,2025-09-01
57099,Book 76,History,Mumbai,648.19,1,3.4,Card,2025-08-24
57100,Book 2838,Fiction,Delhi,840.1,2,3.2,Card,2025-12-19
57101,Book 1419,Sci-Fi,Mumbai,105.12,5,2.5,UPI,2025-06-28
57102,Book 3077,Self-Help,Chennai,698.03,1,1.9,COD,2025-03-04
57103,Book 1366,Biography,Chennai,701.29,1,1.0,Card,2025-12-23
57104,Book 1094,History,Chennai,229.57,4,3.2,UPI,2025-02-20
57105,Book 2054,Sci-Fi,Hyderabad,1125.95,5,3.9,COD,2025-07-21
57106,Book 1418,Children,Chennai,524.86,4,1.6,NetBanking,2025-10-02
57107,Book 2306,Mystery,Mumbai,496.26,2,3.0,UPI,2025-10-15
57108,Book 558,Fiction,Bengaluru,1150.32,5,3.3,NetBanking,2025-09-14
57109,Book 3809,Mystery,Bengaluru,218.19,5,3.0,Card,2025-06-05
57110,Book 3197,Mystery,Bengaluru,539.69,5,3.6,NetBanking,2025-03-09
57111,Book 453,Children,Mumbai,323.52,2,4.7,COD,2025-01-14
57112,Book 3661,Fiction,Pune,1336.0,3,3.9,NetBanking,2025-04-21
57113,Book 3487,Romance,Hyderabad,379.78,2,1.8,COD,2025-12-21
57114,Book 1835,Self-Help,Hyderabad,1310.41,4,4.5,COD,2025-09-08
57115,Book 774,History,Hyderabad,809.53,2,4.1,NetBanking,2025-05-29
57116,Book 1830,Mystery,Hyderabad,907.95,3,2.7,COD,2025-06-30
57117,Book 3607,Fiction,Delhi,775.53,1,2.5,NetBanking,2025-05-02
57118,Book 2742,Biography,Chennai,510.62,1,4.6,COD,2025-11-23
57119,Book 3724,Sci-Fi,Mumbai,512.64,1,3.6,Card,2025-06-15
57120,Book 2168,Fiction,Delhi,1183.1,5,3.2,COD,2025-11-02
57121,Book 1098,Self-Help,Chennai,693.95,4,2.8,UPI,2025-01-19
57122,Book 3757,Fiction,Chennai,1248.79,2,4.1,UPI,2025-06-27
57123,Book 657,Biography,Mumbai,1094.39,3,2.1,UPI,2025-08-09
57124,Book 1794,Romance,Chennai,503.9,1,1.6,Card,2025-09-01
57125,Book 2259,Self-Help,Delhi,1424.28,3,1.4,NetBanking,2025-01-09
57126,Book 3601,History,Delhi,188.38,1,3.0,UPI,2025-08-23
57127,Book 1580,Mystery,Hyderabad,1128.34,3,3.1,UPI,2025-11-03
57128,Book 1209,Children,Hyderabad,1093.23,3,4.1,COD,2025-02-03
57129,Book 3433,Biography,Mumbai,219.81,5,2.3,COD,2025-05-01
57130,Book 3488,History,Pune,1242.58,4,3.7,UPI,2025-06-05
57131,Book 424,Sci-Fi,Bengaluru,722.36,1,2.7,COD,2025-04-03
57132,Book 2437,Self-Help,Hyderabad,288.27,5,2.5,Card,2025-06-10
57133,Book 868,Romance,Bengaluru,890.86,1,2.8,UPI,2025-11-22
57134,Book 2900,History,Chennai,1091.64,2,2.0,COD,2025-11-24
57135,Book 1235,Romance,Chennai,446.42,4,3.7,COD,2025-08-08
57136,Book 1843,Sci-Fi,Mumbai,1339.17,5,4.5,Card,2025-11-20
57137,Book 2210,Children,Pune,503.58,4,1.5,COD,2025-10-25
57138,Book 2297,Romance,Mumbai,1479.87,3,4.5,UPI,2025-01-22
